,Age,Attrition,BusinessTravel,DistanceFromHome,EducationField,EnvironmentSatisfaction,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1208,34,0,Travel_Rarely,5,Medical,2,Laboratory Technician,Married,3986,1,No,14,1,15,15,10,4,13
1209,60,0,Travel_Rarely,1,Medical,3,Healthcare Representative,Divorced,10883,3,No,20,1,19,1,0,0,0
1210,33,0,Travel_Rarely,21,Medical,2,Laboratory Technician,Married,2028,1,No,18,3,14,14,11,2,13
1211,37,0,Travel_Frequently,1,Medical,3,Sales Executive,Divorced,9525,1,No,14,2,6,6,3,1,3
1212,34,0,Travel_Rarely,19,Life Sciences,2,Research Scientist,Married,2929,1,No,12,0,10,10,9,8,7
1213,23,1,Travel_Rarely,7,Life Sciences,3,Sales Representative,Divorced,2275,1,Yes,21,1,3,3,2,0,2
1214,44,0,Travel_Rarely,2,Life Sciences,3,Healthcare Representative,Married,7879,1,Yes,19,1,9,8,7,6,7
1215,35,0,Travel_Frequently,2,Medical,1,Research Scientist,Single,4930,0,Yes,14,0,6,5,4,1,4
1216,43,0,Travel_Rarely,2,Medical,4,Sales Executive,Married,7847,1,Yes,17,1,10,10,9,8,8
1217,24,0,Travel_Rarely,9,Medical,3,Research Scientist,Married,4401,1,No,16,1,5,5,3,0,4
1218,41,0,Travel_Rarely,6,Marketing,4,Sales Executive,Single,9241,1,No,12,0,10,10,8,8,7
1219,29,0,Travel_Rarely,9,Medical,4,Laboratory Technician,Married,2974,9,No,17,1,9,5,3,1,2
1220,36,0,Travel_Rarely,2,Life Sciences,3,Sales Representative,Single,4502,3,No,15,0,17,13,7,6,7
1221,45,0,Non-Travel,1,Life Sciences,3,Healthcare Representative,Married,10748,3,No,23,1,25,23,15,14,4
1222,24,1,Travel_Rarely,22,Human Resources,4,Human Resources,Married,1555,1,No,11,1,1,1,0,0,0
1223,47,1,Travel_Frequently,9,Life Sciences,3,Sales Executive,Married,12936,7,No,11,0,25,23,5,14,10
1224,26,0,Travel_Rarely,17,Medical,4,Laboratory Technician,Married,2305,1,No,15,3,3,3,2,0,2
1225,45,0,Travel_Rarely,28,Technical Degree,4,Research Director,Single,16704,1,No,11,0,21,21,6,8,6
1226,32,0,Travel_Frequently,10,Life Sciences,1,Research Scientist,Married,3433,6,No,13,1,10,5,2,1,3
1227,31,0,Travel_Rarely,2,Life Sciences,2,Laboratory Technician,Married,3477,1,No,14,1,6,5,2,0,3
1228,41,0,Non-Travel,4,Human Resources,3,Human Resources,Married,6430,6,No,19,1,10,3,2,1,2
1229,40,0,Travel_Rarely,8,Life Sciences,2,Manufacturing Director,Married,6516,2,Yes,16,1,18,1,0,0,0
1230,24,0,Travel_Rarely,29,Medical,2,Laboratory Technician,Divorced,3907,1,No,13,3,6,6,2,1,2
1231,46,0,Travel_Rarely,13,Life Sciences,3,Healthcare Representative,Single,5562,6,No,14,0,19,10,7,0,9
1232,35,0,Travel_Rarely,27,Life Sciences,4,Manufacturing Director,Married,6883,2,No,16,1,17,7,7,0,7
1233,30,0,Travel_Rarely,16,Life Sciences,2,Research Scientist,Married,2862,1,No,12,1,10,10,0,0,8
1234,47,0,Non-Travel,2,Marketing,3,Sales Executive,Married,4978,7,No,11,1,4,1,0,0,0
1235,46,0,Travel_Rarely,2,Life Sciences,3,Sales Executive,Divorced,10368,4,Yes,12,1,13,10,6,0,3
1236,36,1,Travel_Rarely,13,Marketing,2,Sales Executive,Divorced,6134,5,Yes,13,3,16,2,2,2,2
1237,32,1,Travel_Rarely,1,Life Sciences,1,Sales Executive,Single,6735,6,No,15,0,10,0,0,0,0
1238,23,0,Travel_Rarely,4,Medical,3,Laboratory Technician,Single,3295,1,No,13,0,3,3,2,1,2
1239,31,0,Travel_Frequently,24,Technical Degree,4,Manufacturing Director,Single,5238,2,No,20,0,9,5,4,1,4
1240,39,0,Non-Travel,1,Life Sciences,4,Laboratory Technician,Married,6472,1,Yes,15,1,9,9,8,5,8
1241,32,0,Travel_Rarely,19,Life Sciences,4,Sales Executive,Married,9610,3,No,13,1,10,4,3,0,2
1242,40,0,Travel_Rarely,7,Medical,2,Manager,Single,19833,1,No,14,0,21,21,8,12,8
1243,45,0,Travel_Rarely,4,Life Sciences,3,Human Resources,Married,9756,4,No,21,2,9,5,0,0,3
1244,30,0,Travel_Frequently,2,Technical Degree,4,Research Scientist,Single,4968,0,No,16,0,10,9,7,0,7
1245,24,0,Travel_Frequently,10,Medical,1,Human Resources,Married,2145,0,No,14,1,3,2,2,2,1
1246,30,1,Travel_Frequently,8,Human Resources,3,Human Resources,Divorced,2180,6,No,11,1,6,4,2,1,2
1247,31,0,Travel_Rarely,5,Technical Degree,1,Sales Executive,Married,8346,1,No,19,1,6,5,2,0,2
1248,27,0,Travel_Rarely,8,Medical,3,Research Scientist,Single,3445,1,No,11,0,6,6,2,1,4
1249,29,1,Travel_Rarely,9,Marketing,2,Sales Representative,Single,2760,1,No,13,0,2,2,2,2,2
1250,29,0,Travel_Frequently,1,Life Sciences,4,Healthcare Representative,Single,6294,8,Yes,12,0,10,3,2,0,2
1251,30,0,Travel_Rarely,15,Marketing,3,Sales Executive,Divorced,7140,2,No,11,1,12,7,7,1,7
1252,34,0,Travel_Rarely,2,Medical,4,Research Scientist,Married,2932,0,Yes,14,3,6,5,0,1,2
1253,33,0,Non-Travel,2,Marketing,4,Sales Executive,Single,5147,8,No,15,0,13,11,7,1,7
1254,49,0,Travel_Rarely,11,Marketing,4,Sales Executive,Single,4507,3,No,12,0,8,5,1,0,4
1255,33,1,Travel_Rarely,16,Life Sciences,1,Sales Executive,Single,8564,2,Yes,20,0,11,0,0,0,0
1256,38,0,Travel_Frequently,2,Medical,3,Laboratory Technician,Married,2468,4,No,14,1,9,6,1,0,5
1257,31,1,Travel_Rarely,16,Marketing,1,Sales Executive,Married,8161,2,No,13,3,10,1,0,0,0
1258,29,0,Travel_Rarely,4,Technical Degree,4,Research Scientist,Divorced,2109,1,No,13,1,1,1,0,0,0
1259,30,0,Travel_Rarely,16,Life Sciences,3,Healthcare Representative,Married,5294,3,No,16,1,10,7,0,1,7
1260,32,0,Non-Travel,5,Technical Degree,2,Research Scientist,Single,2718,2,No,14,0,12,7,7,0,7
1261,38,0,Travel_Rarely,18,Medical,2,Healthcare Representative,Married,5811,3,Yes,16,1,15,1,0,1,0
1262,43,1,Travel_Frequently,17,Technical Degree,3,Research Scientist,Married,2437,9,Yes,16,1,6,1,0,0,0
1263,42,0,Travel_Rarely,12,Medical,2,Laboratory Technician,Divorced,2766,8,No,22,3,7,5,3,0,4
1264,55,0,Travel_Rarely,2,Medical,3,Research Director,Married,19038,8,No,12,3,34,1,0,0,0
1265,33,0,Non-Travel,4,Technical Degree,4,Research Scientist,Divorced,3055,5,No,15,2,11,9,8,1,7
1266,41,0,Travel_Rarely,9,Life Sciences,3,Laboratory Technician,Divorced,2289,1,No,20,2,5,5,3,0,4
1267,34,0,Non-Travel,10,Life Sciences,4,Sales Executive,Divorced,4001,1,Yes,14,1,15,15,14,0,7
1268,53,0,Non-Travel,1,Medical,1,Manufacturing Director,Married,12965,4,Yes,20,3,27,3,2,0,2
1269,43,0,Travel_Rarely,2,Life Sciences,2,Human Resources,Single,3539,0,No,13,0,10,9,7,1,8
1270,34,0,Travel_Rarely,3,Life Sciences,4,Sales Executive,Single,6029,5,No,12,0,6,2,2,2,2
1271,21,1,Travel_Rarely,7,Marketing,2,Sales Representative,Single,2679,1,No,13,0,1,1,0,1,0
1272,38,0,Travel_Rarely,6,Other,4,Laboratory Technician,Married,3702,1,No,11,1,5,5,4,0,4
1273,22,1,Travel_Rarely,8,Medical,3,Laboratory Technician,Married,2398,1,Yes,17,0,1,1,0,0,0
1274,31,0,Travel_Rarely,29,Marketing,1,Sales Executive,Married,5468,1,No,14,2,13,12,7,5,7
1275,51,0,Travel_Rarely,3,Technical Degree,1,Manager,Married,13116,2,No,11,0,15,2,2,2,2
1276,37,0,Travel_Rarely,9,Marketing,2,Sales Executive,Married,4189,1,No,14,2,5,5,2,0,3
1277,46,0,Travel_Rarely,2,Medical,3,Research Director,Divorced,19328,7,Yes,17,1,24,2,1,2,2
1278,36,0,Travel_Rarely,10,Life Sciences,4,Healthcare Representative,Married,8321,7,Yes,13,1,15,12,8,5,7
1279,44,1,Travel_Frequently,1,Medical,3,Research Scientist,Divorced,2342,1,Yes,12,3,6,5,3,2,3
1280,37,0,Travel_Rarely,8,Other,3,Human Resources,Divorced,4071,2,No,13,0,19,10,0,4,7
1281,35,1,Travel_Rarely,27,Life Sciences,3,Sales Executive,Single,5813,1,Yes,18,0,10,10,7,7,7
1282,33,0,Travel_Rarely,8,Life Sciences,4,Research Scientist,Married,3143,6,No,19,1,14,10,8,7,6
1283,28,0,Travel_Rarely,1,Life Sciences,3,Research Scientist,Married,2044,1,No,11,1,5,5,3,0,3
1284,39,0,Travel_Rarely,10,Medical,3,Research Director,Single,13464,7,No,21,0,9,4,3,2,2
1285,46,0,Non-Travel,26,Life Sciences,2,Sales Executive,Single,7991,8,No,15,0,6,2,2,2,2
1286,40,0,Travel_Rarely,2,Life Sciences,3,Laboratory Technician,Married,3377,4,No,17,1,7,4,3,0,2
1287,42,0,Travel_Rarely,13,Medical,2,Healthcare Representative,Married,5538,5,No,18,2,10,0,0,0,0
1288,35,0,Non-Travel,2,Medical,2,Manufacturing Director,Divorced,5762,2,No,14,1,15,7,7,1,7
1289,38,0,Non-Travel,2,Human Resources,1,Human Resources,Divorced,2592,5,No,13,3,13,11,10,3,8
1290,34,1,Travel_Frequently,9,Life Sciences,4,Laboratory Technician,Married,5346,4,No,17,1,11,7,1,0,7
1291,37,1,Travel_Rarely,10,Medical,4,Manufacturing Director,Single,4213,1,No,15,0,10,10,3,0,8
1292,39,0,Travel_Frequently,20,Life Sciences,3,Sales Executive,Divorced,4127,2,No,18,1,7,2,1,2,2
1293,43,0,Non-Travel,9,Life Sciences,1,Research Scientist,Single,2438,4,No,13,0,7,3,2,1,2
1294,41,0,Travel_Rarely,5,Life Sciences,2,Healthcare Representative,Single,6870,3,No,12,0,11,3,2,1,2
1295,41,0,Travel_Rarely,4,Marketing,3,Sales Executive,Divorced,10447,0,Yes,13,1,23,22,14,13,5
1296,30,0,Travel_Rarely,10,Medical,1,Manufacturing Director,Single,9667,9,No,14,0,9,7,7,0,2
1297,26,1,Travel_Rarely,20,Medical,4,Human Resources,Married,2148,0,Yes,11,0,6,5,1,1,4
1298,46,1,Travel_Rarely,21,Medical,4,Healthcare Representative,Married,8926,4,No,22,1,13,9,7,3,7
1299,40,0,Travel_Rarely,1,Life Sciences,3,Healthcare Representative,Divorced,6513,4,No,17,1,12,5,3,0,3
1300,34,0,Travel_Rarely,8,Technical Degree,2,Sales Executive,Married,6799,1,No,21,2,10,10,8,4,8
1301,58,0,Non-Travel,2,Medical,2,Manager,Divorced,16291,4,No,22,1,37,16,9,14,14
1302,35,0,Travel_Rarely,23,Medical,2,Laboratory Technician,Married,2705,0,No,16,1,6,5,4,0,3
1303,47,0,Travel_Rarely,4,Life Sciences,3,Manufacturing Director,Divorced,10333,8,Yes,12,1,28,22,11,14,10
1304,40,0,Travel_Rarely,12,Life Sciences,2,Healthcare Representative,Divorced,4448,2,No,12,1,15,7,4,7,7
1305,54,0,Travel_Rarely,7,Medical,4,Research Scientist,Married,6854,4,No,15,1,14,7,1,1,7
1306,31,0,Travel_Frequently,7,Marketing,1,Sales Executive,Married,9637,2,No,14,2,9,3,2,2,2
1307,28,0,Travel_Rarely,1,Medical,3,Research Scientist,Married,3591,1,No,25,1,3,3,2,1,2
1308,38,0,Travel_Rarely,2,Marketing,2,Sales Representative,Married,5405,2,Yes,20,2,20,4,2,0,3
1309,26,0,Travel_Rarely,10,Medical,3,Sales Executive,Single,4684,1,No,13,0,5,5,3,1,2
1310,58,0,Travel_Frequently,15,Life Sciences,1,Research Director,Married,15787,2,Yes,14,0,23,2,2,2,2
1311,18,0,Non-Travel,14,Medical,2,Research Scientist,Single,1514,1,No,16,0,0,0,0,0,0
1312,31,1,Travel_Rarely,18,Human Resources,4,Human Resources,Married,2956,0,No,17,0,2,1,0,0,0
1313,29,1,Travel_Rarely,13,Human Resources,1,Human Resources,Divorced,2335,4,Yes,15,3,4,2,2,2,0
1314,45,0,Non-Travel,2,Life Sciences,3,Sales Executive,Married,5154,4,No,22,2,10,8,7,5,7
1315,36,0,Travel_Rarely,2,Other,4,Research Scientist,Married,6962,4,Yes,22,1,15,1,0,0,0
1316,43,0,Travel_Frequently,2,Life Sciences,1,Sales Executive,Married,5675,1,No,20,1,7,7,7,7,7
1317,27,0,Travel_Frequently,5,Life Sciences,4,Laboratory Technician,Single,2379,0,Yes,14,0,6,5,4,0,2
1318,29,0,Travel_Frequently,20,Medical,4,Laboratory Technician,Married,3812,1,No,13,0,11,11,8,3,10
1319,32,0,Travel_Frequently,10,Marketing,4,Sales Executive,Single,4648,8,No,13,0,4,0,0,0,0
1320,42,0,Non-Travel,10,Technical Degree,3,Research Scientist,Married,2936,3,No,22,2,10,6,3,3,3
1321,47,0,Travel_Rarely,9,Life Sciences,2,Laboratory Technician,Single,2105,4,No,12,0,7,2,2,2,0
1322,46,0,Travel_Rarely,2,Life Sciences,4,Manufacturing Director,Divorced,8578,3,No,14,1,12,9,8,4,7
1323,28,0,Non-Travel,1,Life Sciences,3,Human Resources,Divorced,2706,1,No,15,1,3,3,2,2,2
1324,29,0,Travel_Rarely,29,Life Sciences,4,Healthcare Representative,Divorced,6384,8,No,17,2,11,7,0,1,6
1325,42,0,Travel_Rarely,8,Life Sciences,4,Laboratory Technician,Single,3968,4,No,13,0,8,0,0,0,0
1326,32,1,Travel_Rarely,2,Marketing,3,Sales Executive,Single,9907,7,Yes,12,0,7,2,2,2,2
1327,46,0,Travel_Rarely,3,Technical Degree,1,Sales Executive,Divorced,13225,2,No,12,1,25,19,17,2,8
1328,27,0,Travel_Rarely,23,Medical,2,Sales Representative,Married,3540,1,No,21,1,9,9,8,5,8
1329,29,0,Travel_Rarely,6,Medical,4,Human Resources,Married,2804,1,No,11,0,1,1,0,0,0
1330,43,0,Travel_Rarely,6,Medical,1,Manager,Married,19392,7,No,13,0,21,16,12,6,14
1331,48,0,Travel_Rarely,10,Life Sciences,4,Research Director,Married,19665,4,No,12,0,29,22,10,12,9
1332,29,1,Travel_Frequently,24,Life Sciences,4,Research Scientist,Single,2439,1,Yes,24,0,1,1,0,1,0
1333,46,1,Travel_Rarely,10,Life Sciences,3,Sales Executive,Married,7314,5,No,21,3,14,8,7,0,7
1334,27,0,Travel_Frequently,15,Life Sciences,4,Research Scientist,Married,4774,0,No,19,1,8,7,6,7,3
1335,39,0,Travel_Rarely,19,Other,4,Research Scientist,Divorced,3902,8,No,14,3,7,2,2,2,2
1336,55,0,Travel_Rarely,2,Technical Degree,2,Research Scientist,Married,2662,8,No,20,1,19,5,2,0,4
1337,28,0,Travel_Rarely,3,Medical,2,Sales Representative,Married,2856,1,No,19,1,1,1,0,0,0
1338,30,1,Travel_Rarely,9,Medical,2,Sales Representative,Single,1081,1,No,13,0,1,1,0,0,0
1339,22,1,Travel_Rarely,7,Life Sciences,4,Research Scientist,Single,2472,1,Yes,23,0,1,1,0,0,0
1340,36,0,Travel_Rarely,10,Technical Degree,2,Sales Executive,Married,5673,1,Yes,13,1,10,10,9,1,7
1341,31,0,Travel_Rarely,20,Life Sciences,2,Laboratory Technician,Divorced,4197,1,No,11,1,10,10,8,0,2
1342,34,0,Travel_Rarely,4,Life Sciences,3,Sales Executive,Married,9713,2,Yes,13,3,9,5,3,1,0
1343,29,0,Travel_Rarely,7,Life Sciences,4,Laboratory Technician,Single,2062,3,No,14,0,11,3,2,1,2
1344,37,0,Travel_Rarely,7,Medical,4,Research Scientist,Married,4284,5,Yes,22,1,16,5,3,0,4
1345,35,0,Travel_Rarely,16,Other,4,Manufacturing Director,Married,4788,0,Yes,11,0,4,3,2,0,2
1346,45,0,Travel_Rarely,25,Life Sciences,2,Manufacturing Director,Married,5906,0,No,13,2,10,9,8,3,8
1347,36,0,Travel_Frequently,2,Human Resources,2,Human Resources,Single,3886,1,No,21,0,10,10,1,0,8
1348,40,0,Travel_Rarely,1,Life Sciences,1,Manager,Divorced,16823,2,No,11,1,22,19,7,11,16
1349,26,0,Travel_Rarely,1,Life Sciences,2,Research Scientist,Married,2933,1,Yes,13,1,1,1,0,1,0
1350,27,0,Travel_Rarely,2,Medical,1,Sales Executive,Single,6500,0,No,14,0,9,8,7,0,7
1351,48,0,Travel_Frequently,22,Medical,4,Manager,Divorced,17174,3,No,11,1,24,22,17,4,7
1352,44,0,Travel_Rarely,1,Life Sciences,2,Healthcare Representative,Married,5033,2,No,15,1,10,2,0,2,2
1353,34,1,Non-Travel,16,Technical Degree,4,Research Scientist,Married,2307,1,Yes,23,1,5,5,2,3,0
1354,56,1,Travel_Rarely,24,Life Sciences,1,Laboratory Technician,Single,2587,1,No,16,0,5,4,2,1,0
1355,36,0,Travel_Rarely,17,Marketing,3,Sales Executive,Married,5507,2,No,16,2,12,4,2,1,3
1356,41,0,Travel_Rarely,8,Marketing,3,Sales Executive,Married,4393,5,No,21,1,14,5,4,1,4
1357,42,0,Travel_Rarely,6,Medical,3,Research Director,Married,13348,9,No,13,1,18,13,7,5,7
1358,31,0,Travel_Rarely,10,Medical,3,Sales Executive,Divorced,6583,2,Yes,11,1,8,5,2,1,4
1359,34,0,Travel_Rarely,3,Medical,4,Sales Executive,Married,8103,3,Yes,12,0,9,4,2,0,1
1360,31,0,Travel_Rarely,4,Medical,1,Laboratory Technician,Divorced,3978,8,No,12,1,4,2,2,2,2
1361,26,0,Travel_Frequently,6,Other,3,Laboratory Technician,Married,2544,0,No,18,1,8,7,7,7,7
1362,45,0,Travel_Frequently,1,Medical,2,Healthcare Representative,Single,5399,4,No,12,0,12,4,2,0,3
1363,33,0,Travel_Rarely,10,Marketing,2,Sales Executive,Single,5487,1,No,14,0,10,10,4,0,9
1364,28,0,Travel_Frequently,1,Life Sciences,3,Sales Executive,Married,6834,1,Yes,12,1,7,7,7,0,7
1365,29,1,Travel_Frequently,24,Technical Degree,3,Sales Representative,Single,1091,1,No,17,0,1,1,0,0,0
1366,39,0,Non-Travel,21,Life Sciences,1,Sales Executive,Married,5736,6,No,19,1,10,3,2,1,2
1367,27,0,Travel_Rarely,2,Technical Degree,2,Research Scientist,Married,2226,1,No,11,1,6,5,3,1,2
1368,34,0,Travel_Frequently,22,Other,3,Research Scientist,Married,5747,1,Yes,15,0,16,15,10,6,11
1369,28,1,Travel_Rarely,13,Marketing,4,Sales Executive,Single,9854,3,Yes,11,0,6,2,0,2,2
1370,47,0,Non-Travel,14,Technical Degree,3,Research Scientist,Married,5467,8,No,18,1,16,8,7,1,7
1371,56,0,Travel_Rarely,11,Marketing,4,Sales Executive,Married,5380,4,No,16,1,6,0,0,0,0
1372,39,0,Travel_Rarely,9,Medical,1,Manufacturing Director,Married,5151,1,No,25,1,10,10,0,7,9
1373,38,0,Travel_Frequently,8,Medical,4,Research Scientist,Divorced,2133,1,Yes,16,1,20,20,11,0,7
1374,58,0,Travel_Rarely,21,Life Sciences,4,Manager,Married,17875,4,Yes,13,1,29,1,0,0,0
1375,32,1,Travel_Frequently,5,Life Sciences,1,Research Scientist,Single,2432,3,Yes,14,0,8,4,1,0,3
1376,38,0,Travel_Rarely,9,Life Sciences,2,Research Scientist,Divorced,4771,2,No,19,2,10,5,2,0,3
1377,49,0,Travel_Frequently,2,Life Sciences,2,Research Director,Married,19161,3,No,15,0,28,5,4,4,3
1378,42,0,Travel_Rarely,12,Marketing,2,Sales Executive,Divorced,5087,3,Yes,12,2,14,0,0,0,0
1379,27,1,Travel_Frequently,22,Human Resources,1,Human Resources,Married,2863,1,No,12,0,1,1,0,0,0
1380,35,0,Travel_Rarely,18,Medical,2,Sales Executive,Married,5561,0,No,16,1,6,5,3,0,4
1381,28,0,Non-Travel,16,Medical,3,Research Scientist,Single,2144,1,No,14,0,5,5,3,1,4
1382,31,0,Non-Travel,3,Medical,3,Research Scientist,Divorced,3065,1,Yes,13,1,4,4,2,2,3
1383,36,0,Non-Travel,9,Life Sciences,1,Laboratory Technician,Married,2810,1,No,22,0,5,5,4,0,2
1384,34,0,Travel_Rarely,1,Marketing,1,Sales Executive,Single,9888,1,No,21,0,14,14,8,2,1
1385,34,0,Travel_Rarely,13,Medical,4,Sales Executive,Divorced,8628,1,No,18,1,9,8,7,1,1
1386,26,0,Travel_Rarely,1,Medical,3,Laboratory Technician,Single,2867,0,No,13,0,8,7,7,7,6
1387,29,0,Travel_Rarely,1,Life Sciences,1,Healthcare Representative,Married,5373,0,No,12,1,6,5,3,0,2
1388,32,0,Non-Travel,15,Medical,3,Healthcare Representative,Divorced,6667,5,No,18,1,9,5,1,1,2
1389,31,0,Travel_Frequently,1,Life Sciences,4,Research Scientist,Married,5003,1,No,21,0,10,10,8,8,7
1390,28,1,Travel_Rarely,17,Technical Degree,3,Laboratory Technician,Divorced,2367,5,No,12,1,6,4,1,0,3
1391,38,0,Travel_Rarely,1,Life Sciences,1,Sales Representative,Single,2858,4,No,14,0,20,1,0,0,0
1392,35,0,Travel_Rarely,7,Life Sciences,3,Sales Executive,Married,5204,1,Yes,11,0,10,10,8,0,9
1393,27,0,Travel_Rarely,9,Marketing,4,Sales Executive,Single,4105,1,No,14,0,7,7,7,0,7
1394,32,0,Travel_Rarely,5,Life Sciences,4,Manufacturing Director,Single,9679,8,No,24,0,8,1,0,0,0
1395,31,1,Travel_Frequently,26,Marketing,1,Sales Executive,Married,5617,1,Yes,11,0,10,10,7,0,8
1396,53,1,Travel_Rarely,24,Life Sciences,1,Sales Executive,Single,10448,6,Yes,13,0,15,2,2,2,2
1397,54,0,Travel_Rarely,9,Life Sciences,1,Research Scientist,Married,2897,3,No,11,2,9,4,3,2,3
1398,33,0,Travel_Frequently,7,Life Sciences,4,Healthcare Representative,Divorced,5968,1,No,20,3,9,9,7,2,8
1399,43,0,Travel_Rarely,11,Life Sciences,1,Healthcare Representative,Married,7510,1,No,17,1,10,10,9,0,9
1400,38,0,Travel_Frequently,1,Other,4,Human Resources,Married,2991,0,Yes,11,1,7,6,2,1,2
1401,55,0,Travel_Rarely,26,Human Resources,3,Manager,Married,19636,4,Yes,18,1,35,10,9,1,4
1402,31,0,Travel_Rarely,2,Medical,4,Laboratory Technician,Divorced,1129,1,Yes,11,3,1,1,0,0,0
1403,39,0,Travel_Rarely,15,Marketing,2,Sales Executive,Single,13341,0,No,12,0,21,20,8,11,10
1404,42,0,Non-Travel,23,Life Sciences,4,Research Scientist,Single,4332,1,No,12,0,20,20,9,3,7
1405,31,0,Non-Travel,10,Medical,3,Research Director,Married,11031,4,No,20,1,13,11,7,4,8
1406,54,0,Travel_Rarely,10,Medical,3,Manufacturing Director,Single,4440,6,Yes,19,0,9,5,2,1,4
1407,24,0,Travel_Rarely,1,Life Sciences,2,Healthcare Representative,Single,4617,1,No,12,0,4,4,3,1,2
1408,23,0,Travel_Rarely,12,Other,4,Laboratory Technician,Single,2647,1,No,13,0,5,5,2,1,4
1409,40,0,Travel_Frequently,11,Technical Degree,4,Laboratory Technician,Married,6323,1,No,11,1,10,10,9,9,4
1410,40,0,Travel_Rarely,2,Marketing,2,Sales Executive,Married,5677,3,No,14,1,15,11,8,5,10
1411,25,0,Travel_Rarely,2,Human Resources,3,Human Resources,Married,2187,4,No,14,0,6,2,0,1,2
1412,30,0,Travel_Rarely,1,Medical,4,Laboratory Technician,Married,3748,1,No,13,0,12,12,8,1,7
1413,25,0,Travel_Rarely,2,Other,4,Laboratory Technician,Divorced,3977,6,Yes,19,1,7,2,2,0,2
1414,47,0,Travel_Rarely,25,Medical,1,Healthcare Representative,Single,8633,2,No,23,0,25,17,14,12,11
1415,33,0,Non-Travel,1,Medical,2,Laboratory Technician,Divorced,2008,1,No,12,3,1,1,1,0,0
1416,38,0,Travel_Rarely,1,Life Sciences,4,Sales Executive,Married,4440,0,No,15,2,16,15,13,5,8
1417,31,0,Travel_Rarely,2,Life Sciences,1,Sales Representative,Married,3067,0,No,19,1,3,2,2,1,2
1418,38,0,Travel_Frequently,6,Life Sciences,1,Manufacturing Director,Married,5321,2,No,11,1,10,8,3,7,7
1419,42,0,Travel_Rarely,18,Life Sciences,4,Research Scientist,Divorced,5410,6,Yes,17,1,9,4,3,1,2
1420,41,0,Travel_Rarely,1,Life Sciences,4,Research Scientist,Married,2782,3,No,22,1,12,5,3,1,0
1421,47,0,Non-Travel,1,Medical,3,Research Director,Married,11957,0,No,18,2,14,13,8,5,12
1422,35,0,Travel_Rarely,11,Medical,4,Laboratory Technician,Married,2660,7,Yes,11,1,5,2,2,2,2
1423,22,0,Travel_Rarely,1,Life Sciences,4,Research Scientist,Single,3375,0,No,12,0,4,3,2,1,2
1424,35,0,Travel_Rarely,9,Medical,2,Research Scientist,Single,5098,1,No,19,0,10,10,7,0,8
1425,33,0,Travel_Rarely,15,Medical,2,Healthcare Representative,Married,4878,0,Yes,13,1,10,9,7,8,1
1426,32,0,Travel_Rarely,29,Life Sciences,3,Laboratory Technician,Single,2837,1,No,13,0,6,6,2,4,1
1427,40,0,Travel_Rarely,1,Life Sciences,1,Laboratory Technician,Married,2406,8,No,19,2,8,1,0,0,0
1428,32,0,Travel_Rarely,1,Medical,2,Sales Representative,Married,2269,0,No,14,1,3,2,2,2,2
1429,39,0,Travel_Rarely,24,Life Sciences,1,Research Scientist,Single,4108,7,No,13,0,18,7,7,1,7
1430,38,0,Travel_Rarely,10,Medical,2,Research Director,Married,13206,3,No,12,1,20,18,16,1,11
1431,32,0,Travel_Rarely,1,Marketing,3,Sales Executive,Married,10422,1,No,19,2,14,14,10,5,7
1432,37,0,Travel_Rarely,10,Life Sciences,3,Research Director,Married,13744,1,Yes,25,1,16,16,11,6,8
1433,25,0,Travel_Rarely,8,Other,1,Sales Executive,Divorced,4907,0,Yes,22,1,6,5,3,0,4
1434,52,0,Non-Travel,29,Life Sciences,1,Sales Representative,Divorced,3482,2,No,15,2,16,9,8,0,0
1435,44,0,Travel_Rarely,1,Medical,2,Research Scientist,Single,2436,6,Yes,12,0,6,4,3,1,2
1436,21,0,Travel_Rarely,5,Medical,3,Sales Representative,Single,2380,1,Yes,11,0,2,2,2,1,2
1437,39,0,Non-Travel,9,Life Sciences,4,Manager,Single,19431,2,No,13,0,21,6,0,1,3
1438,23,1,Travel_Frequently,9,Marketing,4,Sales Representative,Married,1790,1,No,19,1,1,1,0,1,0
1439,36,0,Travel_Rarely,3,Medical,1,Sales Executive,Married,7644,0,No,19,2,10,9,7,3,4
1440,36,0,Travel_Frequently,4,Life Sciences,4,Manufacturing Director,Divorced,5131,7,No,13,3,18,4,2,0,2
1441,56,0,Non-Travel,1,Life Sciences,3,Healthcare Representative,Divorced,6306,1,No,21,1,13,13,12,1,9
1442,29,1,Travel_Rarely,1,Medical,1,Research Scientist,Married,4787,9,Yes,14,3,4,2,2,2,2
1443,42,0,Travel_Rarely,2,Life Sciences,1,Manager,Married,18880,5,No,11,0,24,22,6,4,14
1444,56,1,Travel_Rarely,7,Technical Degree,4,Laboratory Technician,Married,2339,8,No,11,1,14,10,9,9,8
1445,41,0,Travel_Rarely,28,Life Sciences,1,Manufacturing Director,Married,13570,0,No,23,1,21,20,7,0,10
1446,34,0,Travel_Rarely,28,Marketing,4,Sales Executive,Married,6712,1,No,21,2,8,8,7,1,7
1447,36,0,Non-Travel,15,Marketing,4,Sales Executive,Divorced,5406,1,No,24,1,15,15,12,11,11
